Cardiovascular Disease,Ozone,PM2.5,Diesel PM,Drinking Water,Lead,Pesticides,Traffic,Cleanup Sites,Groundwater Threats,Haz. Waste,Imp. Water Bodies,Solid Waste,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden
9.88,0.066,9.79516754,0.030,667.88,18.58,0.00,1374.338242,20.7,2.2,0.52,5,3.35,2.8,2.6,17.4,4.6,18.8
15.92,0.031,7.429759409,0.089,291.22,32.83,705.62,205.1406815,1,0,0.11,8,0.2,20.1,4.1,28.3,12,19.9
8.54,0.056,11.4411813,0.091,726.64,30.65,0.00,1192.006065,0,0,0.24,6,0.5,7,0.8,13.2,6.6,22.4
10.08,0.048,12.01556778,0.081,804.54,31.09,0.00,1662.317976,4,0,0.185,0,4,7.5,4.8,10.2,4.2,13.8
26.81,0.059,10.60337377,0.019,330.35,9.67,0.00,NA,0,0,0.06,0,0,23.1,6.7,24.9,8.3,11
11.71,0.031,8.797606351,0.033,110.41,53.00,0.01,709.3564348,0,0,0.135,8,0,10.2,3.2,23.9,5.4,15.1
13.28,0.058,10.39558293,0.032,651.09,32.99,0.00,609.4964004,0,3,0.15,1,0,6,7.5,16.9,5.1,15.4
32.25,0.061,7.884214848,0.028,320.97,31.63,0.00,334.1599743,0,0,0.05,0,0,20.4,5.3,38,12.6,20.2
20.18,0.051,8.524128688,0.101,688.10,14.59,0.14,705.1503303,0.5,0,0.6,0,0,5.8,4.2,23.3,1,12.1
9.02,0.048,6.633930396,0.014,595.34,21.49,61.67,239.7203925,0,73,2.35,7,12.3,8,2.3,24.2,3.1,14.9
11.2,0.044,11.27163294,0.237,349.16,44.77,0.00,507.4251953,9.9,3,0.105,0,7,3.4,0.6,13.5,3.9,20.3
9.56,0.056,12.09070866,0.086,756.45,68.88,0.00,409.3291662,0,0,0.045,3,0.3,11.1,5.5,22.2,3.4,15
5.19,0.044,9.593755039,0.190,312.86,27.75,0.00,1816.099434,16.25,23.75,1.5,9,0.5,5.9,4.1,31.7,0.8,23.3
8.47,0.059,11.88097157,0.044,726.64,52.09,5.53,186.8757681,0,0,0.17,0,0,4,3.3,17.1,4.2,19
12.67,0.029,9.159193086,0.217,110.41,66.38,0.00,399.4979876,0.25,11.5,0.825,10,0,8.2,2.3,18.6,2.3,13.1
12.08,0.042,8.776233438,0.205,255.47,46.96,0.00,912.3493918,12,1,0.02,2,0,8.6,2.9,17.8,4,22.4
10.41,0.036,8.587521643,0.131,193.94,52.45,0.05,2145.700092,0,5,0.02,1,0,10.3,5.2,11.9,0.6,14.8
8.99,0.041,8.849395541,0.107,663.74,33.94,0.35,493.8112731,0.1,2.5,0.055,0,0,23.7,8.6,32.3,4.8,12.2
9.84,0.044,9.003391838,0.164,305.29,39.13,0.08,1257.685684,0,10,0.11,4,0,15.7,1.8,33.3,3.8,15.9
13.32,0.044,8.71464013,0.162,265.26,19.89,74.82,659.530267,0,2,0.075,10,0,7.7,3.1,14.9,NA,11.8
11.12,0.041,8.159472133,0.218,291.53,26.44,0.00,2130.711365,0,3.25,0.545,4,0,8.8,13.8,16.8,4.1,14.5
8.4,0.048,11.816624,0.448,440.64,49.39,0.00,1564.764647,0.5,9.25,0.345,0,0,5.2,10.2,15.7,5.4,14.8
10.22,0.048,8.158526351,0.064,342.91,48.64,0.00,531.0245524,0,5,0.03,12,0,32.7,10.2,31.6,6.7,17.3
9.33,0.043,8.258547231,0.052,361.69,4.62,6.33,1269.289801,0,22.5,0.37,2,2,3.2,8,3.6,2.4,9.2
7.91,0.050,11.55796378,0.215,411.38,29.33,0.00,1845.458622,0.7,0,0.57,0,0,2.8,12.8,20.4,3.9,17.4
8.38,0.060,11.56015307,0.086,670.79,65.44,0.00,328.9083234,6,6,0.06,0,0,6.7,2.2,16.2,3.9,11.8
10.22,0.039,8.397497432,0.249,430.43,58.99,0.00,895.1530184,4.5,39.25,0.35,2,0,6.7,4.9,10.9,3.3,14.2
7.73,0.029,8.714174551,0.978,258.79,51.57,0.00,735.8974225,0,3.25,1.89,10,0,14.3,12.5,17,4,11.3
12.47,0.044,2.963136583,0.014,267.68,46.77,14.99,42.65916261,4,18,0,8,13,8.8,0,39.4,8.1,14.4
9.58,0.046,11.42814416,0.166,182.18,56.84,0.00,983.8633174,8,0,0.31,0,0,5,2.4,21.2,NA,20.4
9.14,0.042,8.56400338,0.672,372.67,8.32,0.00,1991.363712,4.2,10.55,0.2,0,0.5,3.6,9.8,8.8,3,10.2
9.4,0.036,8.364358978,0.355,366.64,42.44,0.00,1752.468687,16.75,91,1.205,2,0,2.3,10.3,10.5,2.5,6.9
14.6,0.033,7.642655416,0.038,363.97,43.34,2.19,1463.147035,0,11.5,0.18,5,2,8.8,4.1,26.1,3.7,8.1
8.93,0.043,8.952728574,0.089,558.70,65.10,1648.93,863.3801416,0,13.5,0.465,1,0,5,2.2,25.1,2,27.7
11.69,0.046,9.03931351,0.300,265.26,56.61,0.00,1153.228022,5,31.85,1.15,5,0.9,2.9,0.8,7.6,3.8,7.7
12.84,0.062,7.182323796,0.014,465.43,39.54,0.00,473.6545227,1,0,0.15,0,0,11.1,1.1,15.6,3.6,9.9
28.23,0.066,8.881584165,0.010,249.88,31.19,0.00,246.3795797,0,0,0.25,0,0,16,2.5,31.7,13,16.5
13.15,0.037,4.522131605,0.069,392.65,33.40,0.27,152.2237579,12,0,0,2,2,6.6,0,53.2,2.5,24.1
11.47,0.064,15.4450087,0.137,654.83,16.11,0.00,957.6049952,0,0,0.72,0,0,7.5,3.2,21.4,4.1,7.3
14.29,0.047,8.915535969,0.060,469.90,48.84,0.00,399.3128503,0,0,0.25,5,0.2,4.6,2.9,21.7,1.6,9
15.79,0.052,5.344423725,0.015,453.51,20.73,0.00,120.6640974,0,2,0.55,0,2,7.9,0,46.5,15.8,21.3
12.39,0.045,9.087086918,0.572,265.26,55.04,0.00,577.8433223,6.1,11.7,0.16,0,0,4.5,1,17.7,NA,7.6
14.16,0.059,12.75965119,0.090,902.77,14.06,0.01,1072.902235,0.4,7.05,0.35,4,3,10.4,1.1,10,4.4,9.6
9.89,0.029,9.234587905,0.280,110.41,71.70,0.00,605.423531,0.7,18.05,0.885,0,0,4.5,4,38.6,4.4,25.4
15.14,0.070,11.88835666,0.067,478.28,15.22,0.74,560.3955075,0,0,0.3,0,0,4.8,6.2,10.5,2.4,9.3
13.36,0.042,2.937883924,0.000,133.09,50.12,0.00,23.84883637,0,12.6,0.1,7,9,NA,1.6,60.3,NA,37.5
17.63,0.046,8.617238835,0.045,390.53,22.92,0.00,444.9858684,0.5,2,0.325,1,2,7.9,6.9,15,5.9,9.3
7.74,0.040,8.503960647,0.071,291.53,36.04,0.00,638.1091586,0.7,17,0.13,2,0.5,9.6,7.7,32.4,6.8,27.5
6.82,0.032,8.545169752,0.310,258.79,56.05,0.00,1521.606657,2,0,0.43,10,0.5,13.7,11.8,16.4,2.7,14.6
10.64,0.036,6.189474633,0.010,445.44,29.16,0.18,259.297055,0,37,0,4,10,7,3.3,29.6,1.3,27.8
7.86,0.048,9.482168841,0.362,312.86,28.46,0.00,2042.437501,3.5,17.5,0.22,8,0,6.3,9.7,27.3,3,13.2
15.95,0.062,7.290853268,0.064,466.01,18.42,0.00,573.4564986,0,0,0.15,0,0,10.6,3.7,16.3,7,9.3
9.81,0.049,9.51327322,0.056,307.69,23.85,0.00,1014.5187,1,22,0.535,3,0,11.5,3.9,19.4,9,18.1
13.88,0.059,11.74463554,0.233,738.92,1.28,0.00,3575.495468,1.5,3,0.325,0,1,8,3,17.5,2.4,12.8
10.25,0.040,8.29335021,0.315,291.53,21.70,0.00,1988.267007,7,49.05,0.355,2,2,1.4,5.7,14,0.8,9.7
10.67,0.042,11.71063915,0.253,422.09,31.78,0.00,2842.121439,0,13,0.41,3,3.5,3.3,2.4,5.9,6.3,11.4
8.59,0.052,11.7845552,0.057,488.79,50.54,0.00,227.0274109,0.25,0,0.085,0,2,9.9,2.7,23.4,NA,14.6
9.34,0.043,11.34150136,0.045,349.16,28.03,0.00,702.7108614,17,3.7,0.21,2,0.7,2.3,2.1,13.5,4.7,12.7
8.47,0.029,9.271229976,0.336,110.41,61.25,0.00,1621.378386,0,30,0.16,1,0,5.4,4.7,11.4,1,11
10.49,0.059,7.997537218,0.015,465.16,25.21,0.00,2879.205648,0,5,0.7,3,3,10.9,1.2,5.6,6.5,13.4
9.11,0.043,11.87096327,0.710,228.21,48.05,0.00,1076.095787,9.15,20.8,6.78,6,1.25,2.1,0.8,15.7,6.1,14
15.25,0.044,7.688926678,0.073,267.16,45.69,0.00,569.8781903,0,0,0.225,4,0,7.6,1.7,25.2,5.8,11
12.15,0.034,5.970805029,0.046,473.16,60.09,0.00,226.0635029,12,4.75,0.035,0,0,24.8,6.5,25.1,7.4,13.7
9.04,0.036,6.077466986,0.154,274.50,25.69,3026.14,468.3913525,8.75,8.25,0.35,5,1.1,2.6,2.6,43.9,5.6,32.8
12.14,0.054,7.615003874,0.045,208.29,57.35,0.00,619.515915,1,21,0.385,1,2.35,9.8,0.9,31,2.3,17.2
13.97,0.053,9.40886097,0.054,432.87,44.34,0.00,448.3977986,0,0,0,11,0,13.6,1.7,22.6,7.6,21.1
8.28,0.043,10.27871165,0.199,330.45,24.96,0.00,1450.193583,0,0,0.345,8,0,7.3,4.5,18.2,6.3,13.2
9.76,0.034,8.435714458,0.115,303.38,53.56,0.00,925.1985824,5.2,34.8,0.71,9,0,5.4,7.5,9.8,4.6,17.1
9.45,0.032,8.494081656,0.120,258.79,53.40,0.00,375.4098867,5.25,7.5,0.5,10,0.1,11.3,12.8,17.1,3.7,16
14.09,0.040,4.985461688,0.051,374.47,54.58,0.40,524.905547,0,4,0.3,1,0,7.8,0.3,28,5.4,14.7
21.37,0.054,8.626337386,0.044,660.52,8.36,7.76,360.0655405,0.5,0,0.31,14,0,8.4,0,14.6,9.3,6.9
9.5,0.043,9.485890522,0.438,229.88,19.51,93.17,1839.634457,0,32.3,0.16,8,0.2,13.2,0,14.6,5.4,21.4
11.55,0.038,8.483313484,0.262,204.79,11.01,0.59,949.370998,7.2,10,0.02,1,0.5,3.6,4.4,11.1,2.5,12.4
9.3,0.041,8.118638424,0.251,291.53,58.48,0.00,1330.679286,12,15,0.36,0,0,6.9,6.5,6.6,2.6,11.7
8.66,0.061,11.463617,0.038,727.28,65.39,0.01,285.8990519,6,1.5,0.125,0,0.2,4.5,0.8,5.4,5.2,11.7
9.62,0.041,8.107015422,0.155,291.53,32.64,0.00,862.9983096,0,13,0.32,4,0,6.3,8.1,17.9,4,14.4
6.22,0.045,9.204592562,0.177,312.86,55.39,0.00,2817.7053,0,3.75,0.185,8,0.25,1.4,0,30.9,6.5,35
8.95,0.032,6.53571391,0.088,489.01,48.91,129.96,690.1900535,0,37,0.1,6,4,5.2,0.7,18.5,8.3,20.1
9.91,0.041,8.68805858,0.274,288.00,21.67,0.00,1782.658884,0,0,0.21,1,0,9.9,0.8,12.2,5,16.9
11.27,0.045,11.26669,0.209,349.16,38.78,0.00,754.5205377,0,20,0.065,1,3.5,5.4,4.4,12.2,3.4,8.6
7.12,0.055,10.36908275,0.145,321.03,22.41,0.07,3457.108775,0,21.75,0.085,15,0.7,0.9,1.4,9,4.3,15
9.44,0.062,13.53964478,0.080,412.62,2.47,0.00,679.3359057,4,15,0.7,0,0,6.1,1.3,10.2,7,11.3
6.01,0.059,11.82561257,0.055,669.92,42.05,0.00,396.1810171,1,0.75,0.255,0,1,12,29.7,25,2.3,12.9
17.3,0.054,8.833711392,0.023,667.74,6.11,1.54,310.650462,0,0,0.01,9,2,2.9,2.4,14.1,3.6,10.2
9.68,0.035,7.071389831,0.028,312.36,20.19,22.43,798.7742524,6.15,9.5,0.205,3,13.5,10.4,2.6,26.7,2.8,17.2
7.52,0.048,11.97394198,0.217,455.46,30.45,1.70,1766.886003,0,2,0.525,0,0.2,8.9,7.2,7.9,4.8,11.6
7.97,0.032,8.621553,0.291,258.79,78.08,0.00,2021.779284,18,0,0.26,0,0.25,13.9,13.3,18,3.3,16.8
22.52,0.056,8.942916925,0.143,358.79,13.75,0.00,1047.93702,0,0,0.285,7,0,9.6,0.8,20,5.4,12.9
7.51,0.045,9.43361985,0.633,312.86,15.22,0.00,1550.42218,0,0,0.87,3,0.5,0.5,7.2,28.7,4.6,23
17.92,0.027,6.154333984,0.034,142.94,44.73,0.04,338.0987286,0,5.6,0.7,4,7.2,7.7,0,46.7,5.3,16.1
10.17,0.046,9.441870022,0.119,312.86,25.59,0.00,857.0007722,0,0,0.505,2,0,4.9,7.2,26.8,3.8,21.8
10.78,0.032,8.616685211,0.303,258.79,61.88,0.00,521.8356537,2.25,20.5,0.785,0,0.65,7.9,4.4,14.1,3.2,9.5
13.88,0.048,8.108637141,0.046,368.55,49.68,2050.26,113.5542659,0,17,0.1,11,3,24.2,NA,32.1,2.2,6.1
14.85,0.055,9.157441196,0.010,222.80,47.28,0.15,252.3031223,0,17,0.3,1,9,6.5,1.6,28.3,3,13.7
4.3,0.045,9.521666959,0.397,312.86,28.72,0.00,1544.882519,0,0,0.46,3,1,2.6,3.3,22.2,6.8,23.9
9.6,0.045,9.378283056,0.110,312.86,60.29,0.00,964.4882316,0,1,0.11,14,0,9.5,NA,31.2,4.7,9.9
26.78,0.059,10.72368894,0.082,330.35,19.73,0.00,NA,0,0,0.01,0,0,10.5,4.1,16.9,7.6,9.1
7.94,0.058,11.66234707,0.170,561.73,55.01,0.00,583.8480433,0,1,0.12,0,0,11.5,16.9,16.6,1.3,18.6
9.82,0.037,7.957241866,0.106,401.98,39.48,32.30,732.2166471,20.75,22.5,0.1,2,3,15.6,6.4,23.4,1,10.9
14.87,0.062,6.866331987,0.261,407.93,25.25,0.00,585.1771936,0,0,0,0,0,17.7,11.6,35.8,13.9,23.8
9.84,0.051,12.07967244,0.034,425.42,48.38,0.00,587.7640249,0,0,0,0,0,12.3,20.2,19.9,6.3,18.9
11.77,0.047,9.158937758,0.165,283.11,21.81,85.74,658.6850289,1,0,0.16,1,1,9,1.6,31.1,4.7,22.2
14.15,0.064,6.301991298,0.129,437.39,22.25,0.00,632.2813577,0,0,0.1,0,0,13.6,5.4,22.7,5,18
13.58,0.043,6.708099463,0.005,782.14,20.04,3.56,63.35720256,4,5,0,5,7,10.4,4.5,22.2,6.4,13.9
7.49,0.029,9.032993512,0.092,110.41,50.38,0.00,20.92008492,1.75,25,0.45,1,0,2,1.1,68.3,8.6,46.9
13.56,0.040,3.701483007,0.001,786.70,23.28,0.50,274.9361625,18,4.5,0,3,11,9.4,NA,20.7,3.5,11.7
7.48,0.061,9.567104301,0.066,633.58,0.84,0.21,2057.852139,0,21.5,1.305,7,17.5,2.7,5,7.5,3.3,12
14.41,0.032,8.911985583,0.111,110.41,54.15,0.00,562.5472151,0,10,0.11,2,0,12.6,8.7,21.2,2.7,12.3
7.93,0.032,8.327866341,0.314,248.04,56.24,0.00,949.1861778,13.3,87.6,1.3,0,0.5,5.6,4.7,15.8,3.6,11.7
8.29,0.043,11.66766832,0.553,498.02,23.37,0.00,1750.020504,0,18.5,0.33,14,0,5.7,0.8,12.3,2.6,3.3
10.63,0.061,8.795164145,0.102,584.57,16.63,0.00,2401.872229,0,2.5,0.1,1,2,5,4.8,15.5,4.8,10.7
14.07,0.057,10.52350498,0.069,664.21,32.18,0.05,588.4570993,0,0.75,0.125,0,0,3,2.4,10.5,4,11
15.08,0.048,8.577766408,0.075,439.45,5.76,96.58,1003.406085,0,0,0.01,6,0,7,5.7,5.9,1.8,7.4
8.02,0.042,8.158805573,0.247,291.53,33.16,0.00,2049.218142,0,11.75,0.585,4,0,11,3.6,18.5,3.3,17.8
8.69,0.033,8.64130075,0.152,258.79,67.09,0.00,1144.661461,0,0,0.085,2,0,16.1,21,20.7,2.7,19
13.18,0.036,8.933484657,0.223,185.43,35.95,0.00,604.8656947,3.25,0,0.21,9,0,6,1.4,20.8,2.5,15.9
12.13,0.056,8.80637504,0.012,444.95,41.94,0.13,296.0857337,7,11,0.2,4,17,8.1,1.5,27.1,4.4,16.3
7.52,0.044,6.593371686,0.003,400.35,41.16,8.17,848.3315975,0.25,8,2.1,15,13.2,3.3,1.6,10.1,1.7,14.3
11.01,0.059,9.859399641,0.086,446.17,42.59,0.00,237.6801105,0,9.25,1.5,0,1,5.8,NA,20.9,4.6,17.9
9.39,0.029,9.589680531,0.388,110.41,41.97,0.00,2012.918671,0,29.95,0.195,11,0,NA,4.2,22.3,2.9,16.5
14.01,0.044,6.842119334,0.085,405.82,36.64,735.43,1717.804947,0.5,1.5,0.08,2,0.7,6.8,1.8,8.4,4.3,18.6
14.81,0.046,8.325514753,0.131,328.81,26.29,0.00,978.4735631,3,0,0.16,1,0.5,7.3,1.4,44.9,3.7,19.9
7.15,0.052,11.55801526,0.158,745.28,40.52,0.00,1103.786375,2.25,3.75,0.2,0,0.7,1.6,3.3,25.8,4.8,22.1
9.38,0.046,11.34628061,0.053,265.27,24.75,0.00,524.8467643,1,7.5,0.15,9,0.2,5.2,2.8,12.9,7.7,21.4
15.81,0.044,7.838933264,0.036,267.16,64.27,0.13,326.3244953,1.25,0,0.035,4,0,9.6,1.3,24.6,8.7,17.3
21.92,0.059,9.743817858,0.005,663.63,14.36,0.00,474.5333964,0,0,0,0,2,16.8,4.5,21,12.4,8.7
23.08,0.065,5.321519525,0.008,522.54,29.47,0.00,673.9290208,0,0.75,0.1,0,0,16.9,0.5,40.7,14.4,14.6
26.61,0.045,8.780662222,0.063,265.26,39.74,0.00,588.8808335,0,0,0.01,0,0,22.5,10.7,39.5,6.5,13.5
7.61,0.044,8.714595311,0.052,428.79,21.82,1725.49,844.6391278,8.7,1.3,3.11,12,7,7.5,0.8,21.9,6.6,12.9
12.89,0.051,12.18960377,0.053,811.01,5.57,0.00,804.980451,0,0,0.1,0,0,5.1,9.6,15.1,7.8,11.3
23.43,0.044,8.659986462,0.025,241.06,40.70,0.00,890.9794857,0,1,0.025,0,0,8.6,5.9,30.5,7.7,12.2
13.76,0.048,8.924174101,0.043,303.12,39.42,125.77,302.3589529,1.75,3.3,0.165,0,0.5,6.7,2,11.3,6.1,12.2
10.06,0.053,12.14347718,0.059,754.09,15.61,0.00,850.3659826,0,0,0.15,2,0,10,17.9,15.9,3.5,13
12.53,0.045,11.46850664,0.124,288.18,30.02,0.00,1074.324067,1.8,6.75,0.22,1,0,9.7,7.5,27.4,3.7,11.1
17.91,0.072,11.53990678,0.060,237.48,7.57,0.00,441.2839129,0,0,0,0,0,10.5,3.1,31.9,7.2,9.1
18.43,0.044,8.664744509,0.131,241.06,31.55,0.00,1191.052903,0,0,0.2,0,0,7.2,3.8,14.5,5,17.1
11.1,0.066,9.828545598,0.010,716.13,26.97,0.00,176.5782526,0,0,0,2,0,16.9,8.9,49.9,NA,NA
6.77,0.043,9.452233729,0.271,451.40,46.28,0.00,906.1308069,0,1.5,1.3,8,4.25,21.2,4.5,31.9,5.7,7.6
10.03,0.034,8.766968594,0.228,110.41,13.88,0.00,891.9619174,4.65,0,0.15,10,0,8.3,4.5,16.9,3.7,8.8
7.56,0.029,9.170834519,0.285,110.41,42.19,0.00,432.6027369,11.7,27.5,2.58,2,0,1.4,5.9,36.5,6,32.9
12.67,0.029,9.262554883,0.073,110.41,27.40,0.00,408.268198,0,10.25,0.085,10,0,9.9,9.9,16.9,5,10.3
8.84,0.043,8.174072771,0.012,535.77,44.90,0.00,797.4347036,12,52.8,6.15,0,0.2,1.7,1.5,30.6,NA,28.7
17.57,0.056,7.410242283,0.016,306.18,31.16,0.89,187.7492792,0,0,0.12,3,9,8.9,0.9,31.6,3.4,11.3
22.64,0.058,9.300180875,0.085,622.71,13.84,0.00,557.3206157,0,0,0.35,0,0,3.8,1.6,27,9.6,15.9
7.66,0.037,8.938212391,0.712,269.62,28.44,0.00,1781.763791,32.5,13,0.425,1,1.5,1.9,7.6,13.6,4.5,20.5
15.87,0.049,8.705587124,0.202,265.26,3.00,6.53,1045.697505,0,0,0.025,0,0,5,2,17.6,6.1,10.3
13.04,0.052,12.32827713,0.116,811.01,6.58,0.00,632.3276397,0,0,0.045,0,0,5.7,3.6,11.7,3,7.3
7.03,0.044,9.893790588,0.329,312.86,22.31,0.00,779.161635,4,15.25,0.61,16,1.1,4.2,4.1,32.2,2.4,21.2
6.83,0.038,8.432415171,0.127,344.10,52.06,2514.21,925.5246542,0,0,0.51,5,0,5.6,0,33.5,3.4,24.5
6,0.045,9.23827428,0.265,312.86,12.97,100.33,1636.79201,0,0,0.21,3,8.5,1,2.8,21.1,8.6,23.5
22.49,0.056,8.66506001,0.052,358.79,7.86,6.09,540.9261305,7.2,0,0.2,5,0,6.2,4.4,10.6,11.6,5.9
7.89,0.051,10.25215735,0.113,384.79,29.10,0.00,1922.343232,0,0,0.245,9,0.2,5.5,8.4,16.3,4.8,16.7
17.78,0.045,4.086938422,0.001,61.51,56.51,0.00,26.09568733,0,14,0,5,7,17.5,1.9,61.1,13.8,15.4
9.69,0.050,11.63231397,0.352,718.17,39.18,0.00,1215.866479,10.75,6.3,0.06,0,0.7,1.2,0.9,22,4.7,21.4
12.79,0.067,11.90708573,0.029,693.83,19.57,0.00,961.1931646,0.5,0,0.05,0,0,3.1,3,12.3,4.7,9.4
6.98,0.038,8.147095533,0.217,381.15,40.17,0.00,1073.523612,0,12.35,0.61,0,0,9.3,15,28,2.6,12.7
13.16,0.048,12.05137026,0.048,401.22,28.19,0.00,764.7273415,1.5,0,0.23,0,0,4.5,1.4,8.9,3.3,9.6
17.37,0.048,8.411075497,0.041,384.31,12.27,380.50,960.8641799,0.25,0,0.15,4,1.5,1.4,NA,4.1,4.2,NA
11.66,0.053,9.190186432,0.306,301.29,21.48,0.00,3396.790386,9,19.75,0.355,9,0,9.6,2.9,13.4,2.1,13.8
7.31,0.033,8.027745853,0.021,360.88,42.60,92.34,1734.309329,0,9.8,0.8,4,10,18.1,4.2,15,3,13.3
9.81,0.053,9.376930131,0.076,570.99,33.26,0.00,481.5137958,4,10,0.285,9,0,8.4,2.6,21.9,4.9,10.5
9.08,0.053,9.576307524,0.315,177.38,26.30,0.00,3486.853802,0,3,0.285,6,0,4.1,8.3,16.7,NA,20.4
20.04,0.027,5.076107688,0.003,189.37,52.80,0.00,218.9182691,0,6,0,5,3.7,18.1,NA,53.9,15.5,17.9
14.42,0.044,7.062607659,0.516,405.98,33.36,2.63,1652.656532,0,1.5,0.395,0,1,5.8,3.1,16,4.1,14.1
9.82,0.049,8.869720424,0.219,278.11,22.93,6.01,469.5163622,1,2,0.1,1,1,5.1,2.9,27.6,10.2,15.7
9.46,0.059,11.11523085,0.002,700.77,10.95,3.85,202.9069754,0,0,0.1,8,8,13,2.7,29.3,13.3,9.1
9.54,0.041,8.00966312,0.151,327.10,21.07,4.72,1114.177415,3.5,27.5,0.03,5,0.6,3.8,1.1,19.9,NA,11.3
14.06,0.066,13.27405142,0.137,677.01,17.29,0.00,1321.566721,9,0,0.32,1,0,8,1.5,9.5,2.9,13.6
8.76,0.038,8.411564486,0.850,430.43,13.86,0.00,2522.287189,52.35,13.4,0.91,3,2.5,3,9.7,12.2,2.3,12.2
9.93,0.035,7.688175461,0.112,330.29,23.93,3464.59,1085.750683,0,278.15,1.42,9,0,7,3.2,24.2,1.5,13.2
16.39,0.032,4.884291359,0.003,332.57,41.28,0.04,73.68615227,0,19.35,0.25,4,13.3,6.8,0,33.4,7.9,8.7
7.5,0.047,9.380788149,0.286,312.86,8.04,0.00,1687.902012,1.4,0,0.2,8,0,7.6,9.8,11.7,6.7,12.7
9.61,0.038,10.09442291,0.290,394.28,58.15,0.03,1324.987399,0,8,0,0,0,15.8,7.7,23.2,3.1,18
13.85,0.052,8.434330831,0.115,703.85,6.52,0.00,1767.367845,15.25,26.25,1.3,6,0,1.4,0.8,3.7,4.3,5.4
12.67,0.029,9.279790842,0.154,110.41,46.38,0.00,294.7651738,0,1.5,0.34,10,0,10.5,6.9,21.6,3.9,18.1
12.48,0.037,8.772935974,0.051,387.23,8.45,2.47,1178.814419,0,10,0.16,2,0,4.3,4.1,13.1,4.2,5.1
8.86,0.065,7.21912968,0.238,528.48,26.89,159.15,707.6953435,0,0,0.21,0,0,15.8,6.7,38.5,10.1,14.1
11.63,0.036,7.099378387,0.092,730.50,53.28,9.79,336.3242999,0,0,0.31,2,0,13.9,8.2,26.9,NA,12.2
6.97,0.062,7.292624882,0.071,407.93,41.35,0.00,948.4496657,2,0,0.25,0,0,15,14.9,46,NA,23.6
17.44,0.036,4.628709923,0.005,455.69,51.37,0.01,70.26540241,2,12,0.2,7,22,6.5,0.3,38.5,1.8,16.6
10.37,0.035,7.841571756,0.031,359.25,14.16,24.30,1096.495889,5,61.3,0.7,17,19,4.6,3.1,15.2,3.9,9.7
5.84,0.051,6.368510476,0.000,690.32,32.30,1.18,28.44016663,20,12.8,0.1,15,4.5,6.2,NA,17.4,21.8,18.1
10.1,0.043,10.98353161,0.027,265.27,11.95,0.00,1076.438334,7,0,0.27,2,0,10.8,5.8,14.6,4.7,6.6
3.82,0.045,9.628995269,0.576,312.86,54.29,0.00,1458.980811,4,13.75,3.215,0,0,2.8,10.4,50.5,2.4,30.1
12.34,0.057,6.875883951,0.168,48.73,31.72,8.00,626.7707599,15.85,5.75,0.055,2,0,5.4,1.3,17.2,3.6,12.5
14.81,0.046,8.414983751,0.084,294.00,34.05,0.00,588.8214897,0,2,0.085,1,0,11.5,0.7,55.4,9.6,23.9
8.79,0.039,8.671408941,0.075,366.74,18.13,6.66,1629.217312,0,4,0.175,7,2.5,4.6,5.3,10.3,3.5,9
10.76,0.043,8.226266472,0.025,535.77,54.97,0.00,907.3609015,12,273,6.225,0,1,2.7,NA,24.4,NA,18.9
7.62,0.050,5.861122141,0.120,59.09,60.35,0.00,543.8664246,0,5,0.2,4,0,8.9,16.6,39.9,1.4,25.4
7.8,0.047,10.85758172,0.247,182.18,54.42,0.00,811.3422641,7.3,36,1.385,9,3,3,0.5,8.1,4.4,14.5
15.2,0.046,10.24530846,0.106,676.96,6.49,32.97,532.90623,0,0,0.235,0,0.1,9.8,NA,20.4,4.3,16.3
19.06,0.058,12.20310048,0.018,669.90,15.14,0.00,585.129221,0,0,0,0,0,10.1,7.7,14.9,4.6,5.7
9.81,0.034,5.245165957,0.005,373.95,34.67,0.07,101.5106578,0,53,0.1,6,21,11.2,0.9,42.7,17.2,11.9
7.08,0.034,8.59928188,0.285,469.39,33.13,0.00,2026.087591,0,2.5,0.85,1,1.2,5.3,12,13.5,1.8,15.9
13.96,0.058,12.22984012,0.025,669.90,7.06,0.00,543.5205748,0.5,0,0.51,0,0,7.1,0.5,11,5.5,14.8
14.42,0.044,6.946524203,0.201,404.96,50.40,0.60,491.0424575,1.75,3.5,0.16,0,0.1,11.6,7.5,16.5,2.1,16.6
7.2,0.050,11.9948863,0.064,700.49,22.21,0.02,2326.754709,0,25,0.025,0,0,8.8,20.3,13,4.7,17.9
11.98,0.052,8.372536026,0.099,289.20,40.81,0.00,981.6610374,12,6,0.05,5,0,5.4,1.7,22.3,1.3,19.9
12.46,0.051,12.08720568,0.034,811.01,14.71,0.25,671.542841,4.5,0,0,0,0,1.8,2.3,10.9,9.7,10.1
9.69,0.046,3.404996099,0.017,388.86,28.41,0.57,345.0232808,0,0,0.3,8,3,14.2,NA,30.9,0.3,7.7
14.12,0.065,11.85026356,0.009,437.44,32.25,0.01,160.1749497,0,3,0,0,0.2,2.1,2.1,12.1,9,8.9
10.24,0.044,8.630288914,0.283,441.65,29.99,79.81,977.3464722,18.5,31.05,0.195,1,0,1.4,7.5,15.3,4.2,9
